gene_name,Class,Phenotype 1,Phenotype 2,Phenotype 3,Phenotype 4,Phenotype 5,Phenotype 6,Phenotype 7,Phenotype 8,Phenotype 9,Phenotype 10,Phenotype 11,Phenotype 12,Phenotype 13,Phenotype 14,Phenotype 15,Phenotype 16
blaIMP-62_1_KX753224,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-63_1_KX821663,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-64_1_KX949735,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-66_1_LC190726,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-67_1_MF281100,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-68_1_MF669572,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-70_1_MG748725,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-71_1_MG818167,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-73_1_MH021848,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-74_1_MH243349,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaIMP-75_1_MH243350,Beta-lactam,Amoxicillin,Amoxicillin+Clavulanicacid,Ampicillin,Ampicillin+Clavulanicacid,Cefepime,Cefixime,Cefotaxime,Cefoxitin,Ceftazidime,Ertapenem,Imipenem,Meropenem,Piperacillin,,,
blaCTX-M-1_1_DQ915955,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-2_1_AB176535,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-3_1_Y10278,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-4_1_Y14156,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-5_1_U95364,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-6_1_AJ005044,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-7_1_AJ005045,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-8_1_AF189721,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-9_1_AF174129,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-10_1_AY598759,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-12_1_DQ821704,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-13_2_AF252623,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-14_1_AF252622,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-14b_1_DQ359215,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-15_1_AY044436,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-16_1_AY029068,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-17_1_AY033516,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-19_1_AF325134,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-20_1_AJ416344,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-21_1_AJ416346,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-22_1_AY080894,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-23_1_AF488377,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-24_1_EF374096,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-25_1_AF518567,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-26_1_AY157676,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-27_1_AY156923,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-28_6_AJ549244,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-29_1_AY267213,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-30_1_AY292654,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-31_1_AJ567481,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-32_2_AJ557142,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-33_1_AY238472,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-34_1_AY515297,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-35_1_AB176532,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-36_1_AB177384,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-37_1_AY649755,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-38_1_AY822595,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-39_1_AY954516,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-40_1_AY750914,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-41_1_DQ023162,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-42_1_DQ061159,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-43_1_DQ102702,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-44_1_D37830,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-46_1_AY847147,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-47_1_AY847143,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-48_1_AY847144,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-49_1_AY847145,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-50_1_AY847146,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-51_1_DQ211987,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-52_1_DQ223685,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-53_1_DQ268764,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-54_1_DQ303459,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-55_1_DQ810789,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-56_1_EF374097,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-58_1_EF210159,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-59_1_DQ408762,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-60_1_AM411407,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-61_1_EF219142,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-62_1_EF219134,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-63_1_AB205197,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,Ticarcillin,,,,,,,
blaCTX-M-64_1_AB284167,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-65_1_EF418608,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-66_1_EF576988,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-67_1_EF581888,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-68_1_EU177100,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-69_1_EU402393,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-71_1_FJ815436,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-72_1_AY847148,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-73_1_DQ343292,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-74_1_GQ149243,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-75_1_GQ149244,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-76_1_AM982520,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-77_1_AM982521,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-78_1_AM982522,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-79_1_EF426798,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-80_1_EU202673,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-81_1_EU136031,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-82_1_DQ256091,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-83_1_FJ214366,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-84_1_FJ214367,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-85_1_FJ214368,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-86_1_FJ214369,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-87_1_EU545409,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-88_1_FJ873739,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-89_1_FJ971899,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-90_1_FJ907381,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-91_1_GQ870432,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-92_1_GU127598,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-93_1_HQ166709,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-94_1_HM167760,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-95_1_FN813245,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-96_1_AJ704396,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-97_1_HM776707,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-98_1_HM755448,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-99_1_HM803271,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-100_1_FR682582,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-101_1_HQ398214,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-102_1_HQ398215,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-103_1_HG423149,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-104_1_HQ833652,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-105_1_HQ833651,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-110_1_JF274242,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-111_1_JF274243,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-112_1_JF274246,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-113_1_JF274247,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-114_1_GQ351346,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-116_1_JF966749,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-117_1_JN227085,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-121_1_JN790862,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-122_1_JN790863,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-123_1_JN790864,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-124_1_JQ429324,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-125_1_JQ724542,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-126_1_AB703103,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-127_1_MF196229,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-129_1_JX017364,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-130_1_JX017365,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-131_1_JN969893,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-132_1_JX313020,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-134_1_JX896165,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-136_1_KC351754,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-137_1_KF790923,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-138_1_KF526119,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-139_1_KC107824,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-141_1_KC964871,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-142_1_KF240809,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-144_1_KJ020573,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-146_1_KY938173,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-147_1_KF513180,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-148_1_KJ020574,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-150_1_KF769131,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
blaCTX-M-151_1_AB916359,Beta-lactam,Amoxicillin,Ampicillin,Aztreonam,Cefepime,Cefotaxime,Ceftazidime,Ceftriaxone,Piperacillin,,,,,,,,
